"id","text","label","confidence"
"10239674864474861-top-0006","Có ghe hay cano nào chở người hok cả nhà . Bao nhiêu tiền cũng đc . Ba e bị tai biến không đi được với 3 người kẹt trên tầng trên mà nước lém lên rồi hok  có đường ra . 
Xóm sủng khu 18 gian sau lưng truyền tải điện 3 . Phường 2 . 
Số điện thoại của mẹ e : 0919058973 cô Hương","1","0.8"
"10239674864474861-reply-0006-0001","42 /1 nguyễn tất thành phường  tuy hoà, nhà có hai ông bà không ra được đang bị biệt lập
Số má em 0777533507, em đang ở xa nên không biết tình hình thế nào, anh/chị cứu ba mẹ em với ạ","1","0.76"
"10239674864474861-top-0007","Người dân xin hỗ trợ cứu trợ: Thôn Mỹ Phú, Hoà Thịnh, Tây Hoà, Phú Yên (cũ), xã Hoà Thịnh, Đắk Lắk (mới) cả thôn bị cô lập, nước ngập tới mái nhà c4 khoảng 10 người lớn và nhiều trẻ em trong đó có ng già và các cháu sơ sinh mới 2 tháng tuổi đang tá túc tại các nhà cao tầng xin cứu trợ. SDT liên hệ 0334842604","1","0.93"
"10239674864474861-reply-0007-0001","Hang Pham c liên hệ xem.có giúp dc gì ko nhen c","0","0.6"
"10239674864474861-top-0008","Tất cả các thôn dọc sông Kỳ Lộ tại huyện Đồng Xuân và huyện Tuy An, tỉnh Phú Yên đều đang cần được cứu ạ, hiện tại các hộ dân xây nhà 1 tầng đều đã lên ngồi nóc nhà hết rồi, mạng điện thoại không có nên không liên lạc được với ai, người nhà ở xa gọi cứu hộ thì họ nói tự xoay sở thôi chứ không đủ lực lượng để cứu","1","0.76"
"10239674864474861-reply-0008-0001","Vũ Trọng Bằng","0","0.6"
"10239674864474861-top-0009","Cần được  giúp đỡ xã An Nghiệp - Huyện Tuy An - Phú Yên
Gần cây xăng An Nghiệp https://maps.app.goo.gl/PQaMGGtRfPFwqJX46
Địa chỉ nhà trên google
https://maps.app.goo.gl/VLTZ9YiFAYueCsfa7
Nhà có 2 người 5x, hiện đã ngập hết, hiện đang trú trên gác xếp trong nhà
Không có thức ăn và nước uống
Điện thoại liên hệ: 0387091655 - Ông bà Phụng","1","0.76"
"10239674864474861-reply-0009-0001","Kim Anh Vu .","0","0.6"
"10239674864474861-reply-0009-0002",".","0","0.92"
"10239674864474861-top-0010","Dạ xã Xuân Sơn Bắc, Đồng Xuân, Phú Yên cũ. Bị cô lập toàn xã, nước lút mái nhưng cứu hộ chưa thể tiếp cận. Đã vượt mức đỉnh lũ lịch sử 2009 nhiều, mất sóng đt hoàn toàn ạ. Rất mong anh làm cầu nối cứu giúp bà con với ạ.","1","0.78"
"10239674864474861-reply-0010-0001","Promise Bom Bom","0","0.6"
"10239674864474861-top-0011","Từ tối qua tới giờ mọi người nhắn tin cầu cứu nhiều quá! Tôi đọc không hết và cũng chỉ chuyển được một ít thông tin đến đội cứu hộ gần nhất. Tôi mở status này để mọi người comment vào đây. Mong sao có đội cứu hộ gần nhất tiếp cận được. Hiện nay các đội cứu hộ vẫn làm cuốn chiếu theo khu vực nên cũng khó di chuyển đường xa cứu hộ theo số điện thoại. Mong bà con bình tĩnh chờ đợi","0","0.9"
"10239674864474861-reply-0011-0001","Huy Nguyen dạ a cho e hỏi thăm là phú yên từ đây tới tới còn mưa lớn nữa ko ạ? Giờ ngập tới nóc nhà nhưng ở cách quốc lộ 7km nên giao thông chia cắt . E cảm ơn","1","0.86"
"10239674864474861-reply-0011-0002","Huy Nguyen Hiện tại gia đình đang bị mắc kẹt tại địa chỉ Hẻm 829 hùng vương, tổ 3 khu vực 5 phường quy nhơn bắc
Hiện tại gia đình đang có 1 bà bầu và 1 đứa nhỏ cùng 2 người lớn. Nước đã dâng lên hết tầng 1 mong quý anh chị cô chú ai có cano giúp giùm gia đình con với ạ. 
Gọi cứu trợ hộ con để được sơ tán ạ. Con xin cảm ơn.
Số điện thoại liên lạc: 0987366124","1","0.93"
"10239674864474861-reply-0011-0003","Huy Nguyen CẦU CỨU HỘ KHẨN CẤP - Tuy An Tây, Phú Yên (cũ) Chin Tra

Địa chỉ: Vùng 4, Định Phong, An Nghiệp, Tuy An, Phú Yên

Tình trạng: nước ngập nhiều lên tới tầng trên, khả năng ko thoát ra ngoài được. Bị cô lập hoàn toàn với xung quanh. 

Nhờ share giúp thông tin để cứu hộ giúp nhà mình.

Thông tin liên hệ: 0342970629/0976217589/0984498489","1","0.93"
"10239674864474861-reply-0011-0004","Huy Nguyen a ơi giúp anh ấy với ah.","0","0.6"
"10239674864474861-reply-0011-0005","Huy Nguyen Dạ Đồng Xuân Phú Yên có sdt cứu hộ k ạ, long hoà đồng xuân nước ngập hết tầng 2 lầu, cha mẹ ông bà lên nóc hết r ạ, mn có sdt cho e xin với ạ🥹","1","0.76"
"10239674864474861-reply-0011-0006","Huy Nguyen Thôn Mỹ long, xã an dân, tuy an, Phú yên cũ. Cần cứu hộ. Nơi đó vùng hẻo lánh có 100 mấy hộ dân thôi cây cối nhiều nên không có ai vào cứu hộ. Nước  những nhà thấp lúc mái hết rồi ạ.","0","0.6"
"10239674864474861-reply-0011-0007","Huy Nguyen An Dân gần dưới cầu Ngân Sơn. Nhà bà Ba Lại bị tai biến đi lại khó khăn k biết chạy kịp k. E bị mất liên lạc k biết tình hình. Cứu hộ có thấy thì xin ghé qua kiểm tra giúp với ạ, hoặc ai ở gần đó đọc được tin này xin kiểm tra giúp hiện bà ba Lại ra sao. Em xin cảm ơn nhiều , bà ở có 1 mình k có chồng con. 
Sđt: 033 2073924","1","0.76"
"10239674864474861-reply-0011-0008","Huy Nguyen Anh ơi . Em có người nhà đang bị cô lập ở vùng 10 An Định (cũ ) Tuy An Phú Yên ngập tới nóc kg có ai cứu hộ . Xin anh cứu giúp. Thông tin liên lạc Minh Tâm sđt :0963835023","1","0.93"
"10239674864474861-reply-0011-0009","Huy Nguyen https://www.facebook.com/share/p/1Cs9dUhVyr/?mibextid=wwXIfr","0","0.6"
"10239674864474861-reply-0011-0010","X7F3+6Q3, Phú Mỹ, Tây Hòa, Phú Yên       vị trí ở xóm này có nhiều nhà cấp 4 đang bị ngập còn nhiều người mắc kẹt bên trong nhà mong có ghe thuyền đi ngang qua hỗ trợ cho những nhà cấp 4 này!","1","0.86"
"10239674864474861-top-0012","Cần gấp xe 3 chân -chở 3 cano từ Đà Nẵng vào Quy Nhơn (Điểm thả cano , Quy Nhơn Bắc ) 
Sdt :0786768686
Nhờ gấp  hôm nay ,nhờ cả nhà ưu tiên xe ở Đà Nẵng. Chúng tôi chi trả chi phí!","0","0.6"
"10239674864474861-reply-0012-0001","Huy Nguyen để em liên hệ chở giúp","0","0.6"
"10239674864474861-reply-0012-0002","Cầu xin hãy cứu bà con vùng, Huyện đồng xuân cũ 👏👏","0","0.6"
"10239674864474861-reply-0012-0003","Huy Nguyen Dạ
Hiện tại bà con Đội 3- Tân Hoà- Xuân Sơn Nam - Đồng Xuân - Phú Yên( cũ)! Nước lớn -ngập sâu không thấy mái rồi. Bà con không di chuyển đi vùng an toàn được nữa ! Cần được hỗ trợ đưa người ra vùng an toàn lắm ạ","0","0.6"
"10239674864474861-reply-0012-0004","Ai có xe tải 3 chân tại Đà Nẵng liên hệ với Hồ Ngọc Thanh nhé","0","0.6"
"10239674864474861-reply-0012-0005","Huy Nguyen em liên hệ được rồi anh ạh! Ae đang sắp xếp đi","0","0.6"
"10239674864474861-reply-0012-0006","Huy Nguyen em có 200 lốc nước sạch,nghe nói trong đó đang cần nước sạch.Có xe nào từ Đà Nẵng_Quảng Nam vào Quy Nhơn  cứu trợ,em xin gửi theo vs ạh","0","0.6"
"10239674864474861-reply-0012-0007","Huy Nguyen Khu phố Ngân Sơn Xã Tuy An Bắc DakLak , đã bị cô lập , còn hơn 10 hộ dân bị kẹt trong nhà không ra được , khẩn cầu Nhà nước dùng trực thăng để cứu trợ bà con , không có cano nào đi qua khu vực này , khu vực chợ ngân sơn gần trụ sóng viêttel
Có 2 người lớn tuổi và 1 cháu nhỏ 5t ,
Khẩn cầu cho chiếc cano ứng cứu đưa gia đình và bà con lân cận lên nơi cao hơn , 
Xin nhắc lại địa chỉ 
khu phố Ngân Sơn thị trấn chí thạnh huyện tuy an tỉnh phú yên ( cũ ) 
Nay là Khu Phô Ngân Sơn Xã Tuy An Bắc Tỉnh DakLak , 
0986346261 ( sdt này là con trai của người bị kẹt trong nhà )","1","0.93"
"10239674864474861-reply-0012-0008","Huy Nguyen cầu xin anh giúp dân xã An Dân , (huyện Tuy An, tỉnh phú yên cũ)chúng em với anh ơi. Đa số các xã thuộc huyện Tuy An đều thấp và nước tới nóc nhà k còn chỗ trú anh ơi. Cano thì k có.😭😭😭😭","1","0.76"
"10239674864474861-reply-0012-0009","Huy Nguyen anh Huy ơi, anh có ai trong chỗ Tuy Phước gần chùa hang giúp ba má em với, ba em chịu ko nổi nữa rồi, ba bị tai biến ạ.91 Nguyễn Huệ , tuy Phước đoạn cổng chào ạ","0","0.6"
"10239674864474861-reply-0012-0010","Huy Nguyen vào khu dọc sông kỳ lộ thôn Mỹ Long  xã an dân cũ nữa anh ơi bà con cần lắm tối nay ko có cano thì chết mất.cảm ơn","0","0.8"
"10239674864474861-top-0013","","0","0.92"
"10239674864474861-reply-0013-0001","Huy Nguyen cứu đc chưa anh","0","0.6"
"10239674864474861-reply-0013-0002","Huy Nguyen anh Huy ơi xin anh cứu giúp em tình hình lũ lụt phú yên quá lớn nhà có mẹ già 87 tuổi cu tý nhỏ một phụ nữ hiện giờ nước lớn nên nhờ anh ủng hộ cano cứu giúp  đến nơi cư trú thôn Mỹ điền xã hòa thịnh tây hòa phú yên củ  hiện nay tỉnh đắc lắc","0","0.6"
"10239674864474861-reply-0013-0003","Huy Nguyen trời ơi thương ri","0","0.6"
"10239674864474861-top-0014","Thủy điện sông Ba Hạ ( Phú Yên) đang xả 10200m3/s.
Toàn bộ 12 cửa xả đã mở.
TT Củng Sơn ở hạ du nước vượt bđ 3 gần 2m!!","0","0.6"
"10239674864474861-reply-0014-0001","Huy Nguyen  hơn 12 nghìn rồi a","0","0.6"
"10239674864474861-reply-0014-0002","Huy Nguyen Nước ngập sâu lắm hè 😭😭😭","0","0.6"
"10239674864474861-reply-0014-0003","Huy Nguyen thế thì bà con dễ lâm nguy","0","0.6"
"10239674864474861-reply-0014-0004","Huy Nguyen xả chi ác vậy trời, ng ta đã dự báo rồi sao k lo xả lũ sớm hơn để giờ xả vậy chỉ có giết đồng bào thôi.","0","0.86"
"10239674864474861-reply-0014-0005","Huy Nguyen tội xả nước như thế này cho vào tội giết người mới yên được tích nước vô tội vạ","0","0.6"
"10239674864474861-reply-0014-0006","Huy Nguyen khổ..nước mưa, nước thủy điện..nhà dân ngập hết rồi, thương lắm..","0","0.6"
"10239674864474861-reply-0014-0007","Huy Nguyen kinh quá Hội An đỉnh lũ ls giờ vô trong mong bà con bình an","0","0.86"
"10239674864474861-reply-0014-0008","Huy Nguyen 11.700m3/s rồi chú ơi. Nhà khu Thạnh Hội Sơn Hòa Phú Yên ko thấy mái nữa","0","0.6"
"10239674864474861-reply-0014-0009","Huy Nguyen không biết các xếp tính toán thế nào để giảm lượng xả, xả dần chứ xả lớn thế này thì ai đỡ được. Mà nghe bảo bây giờ xả trên 12 ngàn m3/s rồi","0","0.6"
"10239674864474861-reply-0014-0010","Huy Nguyen quá khủng khiếp","0","0.6"
"10239674864474861-top-0015","Em có xe cẩu tự hành 4 chân ở Đà nẵng. Ae chở Cano vào Bình Định em chở giúp","0","0.6"
"10239674864474861-reply-0015-0001","Sơn Lê cảm ơn b. Chúc bn 1 đời bình an.","0","0.86"
"10239674864474861-reply-0015-0002","Sơn Lê Pham Huu Duc Anh 🥰","0","0.6"
"10239674864474861-reply-0015-0003","Sơn Lê Cần gấp xe 3 chân -chở 3 cano từ Đà Nẵng vào Quy Nhơn (Điểm thả cano , Quy Nhơn Bắc ) 
Sdt :0786768686
Nhờ gấp  hôm nay ,nhờ cả nhà ưu tiên xe ở Đà Nẵng. Chúng tôi chi trả chi phí!","0","0.6"
"10239674864474861-reply-0015-0004","Sơn Lê cảm ơn Sơn","0","0.8"
"10239674864474861-reply-0015-0005","Sơn Lê Tuyệt vời quá anh ơi!chúc anh và gia đình vạn sự an lành.","0","0.6"
"10239674864474861-reply-0015-0006","Sơn Lê chúc bạn và gia đình một đời bình an","0","0.86"
"10239674864474861-reply-0015-0007","Sơn Lê nhanh lên Sơn ơi càng sớm càng tốt","0","0.6"
"10239674864474861-reply-0015-0008","Sơn Lê ❤️❤️❤️","0","0.6"
"10239674864474861-reply-0015-0009","Sơn Lê chúc bạn vạn dặm bình an.","0","0.86"
"10239674864474861-reply-0015-0010","Sơn Lê công đức vô lượng.🙏🏻🙏🏻🙏🏻","0","0.6"
"10239674864474861-top-0016","CẦU CỨU GẤP!

Em đang đi học xa. Mẹ và bà nội em ở xóm Soi – Tân Bình – Xuân Sơn Bắc – Đồng Xuân (cũ). (Gần quán Cà phê min) - PHÚ YÊN
Lúc 5h30 sáng, mẹ gọi nói nước đã dâng còn 2 nấc nữa là tới tầng 2.
Từ đó đến giờ em không liên lạc lại được.
Hiện tại không biết tình hình ra sao, bà con quanh xóm cũng đang chìm trong biển nước.
Mong đội cứu hộ hỗ trợ gấp giúp gia đình em. 🙏

Sdt:0869505604
0394814264","1","0.86"
"10239674864474861-reply-0016-0001","Trần Bông Mai","0","0.6"
"10239674864474861-reply-0016-0002","Trần Bông Mai mong gđ đc bình an vượt qua nguy hiểm","0","0.86"
"10239674864474861-reply-0016-0003","Trần Bông Mai NHỜ MỌI NGƯỜI CHIA SẺ GẤP!
Đội cứu hộ du lịch Bình Định đang đưa moto từ Nhơn Lý qua hỗ trợ bà con, ai thật sự cần liên hệ các sđt:
0914907576 Cano khu vực Long Vân - Hùng Vương
0867772726 a Tâm Kỳ Co
0345661088 a Hiệp HDV
0387234577 a Đảo Nhơn Lý
0868824090 a Hoá Kỳ Co
0945244771 Cứu hộ khu chợ dinh
0914159157 a Tuấn khu vực Tuy Phước
0914123203 a Đây khu vực Tuy Phước
0855505552 Đội a Quyết Quãng Ngãi
0983422222 a Luợng fb Luợng Vũ
0935093545 : Quang UD
0918390252: Đại Big Event

Chiều nay sẽ mang những phần cơm của NH Cơm Nhà 1989, bánh mì, bánh canh, lương khô, nước suối và nhu yếu phẩm... cho bà con Vùng Lũ. Anh chị em có quyên góp nhu yếu phẩm gì mang qua điểm tập kết khách sạn Hải Âu 489 An Dương Vương. 
* Liên hệ: _Anh Quang UD/ Thuần Triệu: 0935093545 _Trần Đại : 091839025","1","0.76"
"10239674864474861-top-0017","Mọi nguời nên gọi to,ra hiệu vẫy tay,hoặc dùng vật gì làm tính hiệu cầu cứu khi nghe tiếng máy hoặc thấy cano cứu hộ đi qua.còn dùng điện thoại sẽ ko hẳn là hiệu quả.

Đội sos mân côi hà tĩnh sẽ vào giúp phú yên trong đêm.
Mong mọi người bình an🙏","0","0.6"
"10239674864474861-reply-0017-0001","Mong đến bà con sông cầu","0","0.6"
"10239674864474861-reply-0017-0002","Hòa Lan mong đội anh ghé thôn Mỹ Long ven theo sông kỳ lộ . Qua khỏi cầu cao tốc 3km về phía Tây có nhìu xóm nhà nc đang lên nhanh cần Cano đưa người lên khu cao hơn hiện đá mái dự nếu tối nay ko đi tản đc là dân no nước gấp ‼️chứ tối là ko vào đc .cảm ơn a.","0","0.8"
"10239674864474861-reply-0017-0003","Hòa Lan xin cảm ơn tấm lòng của anh em SOS Mân Côi Hà Tĩnh!! Cầu mong anh em bình an!!","0","0.86"
"10239674864474861-reply-0017-0004","Hòa Lan mong đội ghé qua cầu lò gốm An Thach Tuy An, nhà ngập mái nếu lớn nữa k biết làm sao😓","0","0.6"
"10239674864474861-reply-0017-0005","Hòa Lan mong a vào phú Yên cứu người dân ở xóm soi xã Phước Hòa huyện Đồng Xuân nhiều người bị mắc kẹt trong nhà trên mái sáng h kêu cứu nhưng vẫn chưa đc cứu .","0","0.6"
"10239674864474861-reply-0017-0006","4 thuyền và 8 thành viên đã đi vào phú yên.sáng mai sẽ đến nơi giúp bà con.
Mọi người theo dõi sos mân côi hà tĩnh để đc hỗ trợ nhé.","0","0.6"
"10239674864474861-top-0018","Cầu cứu: Hiện tại chỗ em xung quanh đều ngập nặng, qua mái nhà, cứu hộ ở gần khu vực đây xin hỗ trợ cứu hộ giúp chỗ em, bị mất liên lạc rồi mọi người xung quanh hỗ trợ giúp em với
Đ/c: Đội 4 thôn Tân Hoà xã Xuân Sơn Nam  huyện Đồng Xuân cũ (Sdt: 035 8151640 Duyên)
Hiện có 1 cặp ông bà, 3 nhà 3 người, 1 nhà 4 người, 1cặp vợ chồng có bà mới đẻ, 1 cặp vợ chồng u30, hàng xóm:1 người mẹ và 2 con bò đang ở chuồng bò phao sắp bị trôi","1","0.86"
"10239674864474861-reply-0018-0001","Trần Bông Mai","0","0.6"
"10239674864474861-reply-0018-0002","Trần Bông Mai thương quá, mọi người cố vượt qua nhé","0","0.8"
"10239674864474861-reply-0018-0003","Trần Bông Mai nhìn thóp tim ý","0","0.6"
"10239674864474861-reply-0018-0004","Trần Bông Mai Nam Mô Đại Từ Đại Bi Cứu Khổ Cứu Nạn Quán Thế Âm Bồ Tát 🙏🙏🙏","0","0.6"
"10239674864474861-reply-0018-0005","Trần Bông Mai ngập sâu thế này thì nguy hiểm quá 
Cầu mong mọi người bình an","0","0.86"
"10239674864474861-reply-0018-0006","Trần Bông Mai ui trời oi","0","0.6"
"10239674864474861-reply-0018-0007","Trần Bông Mai  Mô Đại Bi Cứu Khổ Cứu Nạn Quán Thế Âm Bồ Tát 🙏
Nam Mô Đại Bi Cứu Khổ Cứu Nạn Quán Thế Âm Bồ Tát 🙏
Nam Mô Đại Bi Cứu Khổ Cứu Nạn Quán Thế Âm Bồ Tát 🙏
Ma Ha Tát.cầu mong được bình an.","0","0.86"
"10239674864474861-reply-0018-0008","Trần Bông Mai c liên hệ xem dc gì ko.nhen c","0","0.6"
"10239674864474861-reply-0018-0009","Ngọc Yến khóc luôn c ạ!","0","0.6"
"10239674864474861-reply-0018-0010","Ngọc Yến thấy mà khóc theo!","0","0.6"
"10239674864474861-top-0019","⚠️ TỔNG HỢP SỐ CỨU HỘ – NHA TRANG & KHU VỰC LÂN CẬN ⚠️
Mọi người copy gửi lại cho ai đang cần nhé.

⸻

1. ĐẦU MỐI CHÍNH (ƯU TIÊN GỌI)
 • 0905 151 131 – anh Đạo, Cán bộ P. Tây Nha Trang
 • 0967 993 996 – anh Trường, Đội cứu hộ

2. CANO / THUYỀN PHAO HỖ TRỢ (NHIỀU SỐ KHÁC NHAU)
 • 0915 421 218 – Lái cano, thuyền phao hỗ trợ miễn phí
 • 0962 818 174 – Anh Khải, cano
 • 0971 140 115 – Chị Kim Anh, cano

3. CỨU HỘ – CHÍNH QUYỀN KHU VỰC TÂY NHA TRANG
 • 0898 393 039 – Anh Thuận, Ủy ban Tây Nha Trang
 • 0905 243 263 – Anh Tuyên, Chỉ huy trưởng Tây Nha Trang
 • 0905 112 888 – Anh Đạt (Vĩnh Hiệp)

4. ĐẦU MỐI KHÁC
 • 0836 882 269 – Bé Nguyên
 • 0972 800 044 – Anh Hiệp, đội cứu hộ PCTT
Ưu tiên khu vực Vĩnh Phương, Vĩnh Trung, Diên Phú và các huyện Diên Khánh

⸻

Khi gọi cứu hộ, mọi người nhớ:
 • Gọi đúng số đội cứu hộ đang trực tại khu vực bị mắc kẹt.
 • Đọc rõ số điện thoại của mình, luôn cầm máy nghe.
 • Gửi vị trí / ghim định vị chính xác để cứu hộ tìm được nhanh.
 • Đọc địa chỉ, tình trạng gia đình thật ngắn gọn, rõ ràng (số người, có trẻ em/người già/bệnh nền không…).

Ai đang cần cứu hộ khẩn cấp hoặc hỗ trợ di dời, hãy gọi trước 2 số anh Đạo – anh Trường, sau đó tới các số còn lại gần khu vực mình nhất.","0","0.92"
"10239674864474861-reply-0019-0001","Nguyễn Hữu Nam #🆘🆘🆘
CẤP CỨU GẤP NHÀ CHỈ CÓ 2 NGƯỜI LỚN ( lũ ngập hơn nửa nhà)
đc: 25/7 đường Miên Hoa, Thôn 2, Diên Phú. (Cô Nuoi Phan ) Sdt: 0974967037 ( Cô Nuôi)
Sdt: 09134292222 ( cậu em)
Sdt em: 0337103545","1","0.8"
"10239674864474861-reply-0019-0002","Nguyễn Hữu Nam 

Có ai cứu gia dinh e được không ạ . 4 người ,1 bé 5 tuổi một mẹ già vk e và con trai. Ngay trung tâm giáo dục thường xuyên. Cửa đông diên Khánh ạ
  #Cano mới vào được thôi ạ sdt người cần giúp đỡ 093 5392402 ( anh Khải ) 
    Rất mong được giúp đỡ ah ☹️☹️☹️

Lê Hoài Nam","1","0.76"
"10239674864474861-top-0020","Mn cứu giúp 2 ông bà 80 tuổi, ko có điện thoại, ko liên lạc được. 
Gần quán bánh mì Mĩ Lệ
An Thạch, xã Tuy An Đông","0","0.6"
"10239674864474861-top-0021","Tha thiết nhờ sự hỗ trợ cũng như giúp đỡ,sáng giờ gọi tất cả những số điện thoại mọi người cho trên fb tất cả chỉ có 1 câu nói bất hủ "" đang quá tải,hãy di chuyển về nơi cao,an toàn và đợi ll đến hỗ trợ "". Tại nơi này đang rất cần sự trợ giúp để giữ lấy tính mạng của hơn 30 người,có người già,trẻ e, bà bầu,trẻ sơ sinh cùng với 1 người đang rất cần thuốc huyết áp ( bệnh huyết áp phải dùng thuốc hằng ngày ).
Tha thiết xin quý cơ quan,chính quyền,lực lượng cũng như những mạnh thường quân có nhìn thấy bài viết xin hỗ trợ giúp e,thay mặt ông bà cô bác con cháu ở xóm công ghi nhớ công ơn ! 0935940555
Xin chân thành cảm ơn","1","0.76"
"10239674864474861-reply-0021-0001","Huong Bluesea chỗ nhà mình ngập sâu ah chị hic","0","0.6"
"10239674864474861-top-0022","Bichkim Nguyen , cần cứu hộ kêu cứu vào đây nhé, mong gia đình e và bà con được cứu hộ sớm nhất","0","0.6"
"10239674864474861-top-0023","Sau ĐH Quang trung- Quy nhơn còn 1 xóm 3 nhà cần đc đưa ra sớm 091 4955868","0","0.6"
"10239674864474861-top-0024","SOS!🆘 
Bà con, đội cứu hộ làm ơn giúp đỡ cho gia đình em ở khu vực chợ dinh.
Chồng em (có 2 đứa con nhỏ) số điện thoại: 035 9393468
Chị gái: 090 7885562
Địa chỉ: tổ 42, phường quy Nhơn Đông ( gần cây xăng 6 vũ)
Tọa độ: 13,79996° B, 109,18736° Đ
Hiện tại nhà cấp 4 không có gác lỡ, nước đã ngập lên 2/3 nhà rồi ạ.","1","0.93"
"10239674864474861-top-0025","Sao năm nay thiên tai nhiều và dai dẳng vậy a?","0","0.6"
"10239674864474861-top-0026","Huy Nguyen Anh ơi có người kêu cứu ở đây 

https://maps.app.goo.gl/u1LoqwLJkDgWUNyA8","1","0.76"
"10239674864474861-top-0027","Nhà em vẫn chưa cứu hộ được, ba em yếu lắm rồi, uống nước sáng giờ sắp không chịu được nữa. Em khẩn thiết anh chị nào gần chùa hang cứu ba em với. Ba bị tai biến nằm chỗ nên không di chuyển được. Nước gần tới đầu rồi, ba mẹ em già hết lại đau bệnh nên không thoát thân được, mong mng giúp ba má em với ạ!
91 Nguyễn Huệ -Tuy Phước
0941303997
#sos","1","0.93"
"10239674864474861-reply-0027-0001","Trâm Nguyễn mong đội cứu hộ cứu giúp. Ông bà lớn tuổi đau bệnh ngâm nước sâng giờ rồi.","0","0.6"
"10239674864474861-reply-0027-0002","Trâm Nguyễn 🙏🙏","0","0.6"
"10239674864474861-reply-0027-0003","Trâm Nguyễn cứu nhà e vs mn ơi","0","0.6"
"10239674864474861-reply-0027-0004","mong các bác giúp đỡ với ạ","0","0.6"
"10239674864474861-reply-0027-0005","Ba má em đã được cứu rồi ạ. Em chân thành cảm ơn ace đã chia sẻ giúp gia đình e ạ!","0","0.95"
"10239674864474861-reply-0027-0006","Ngọc Yến dạ em cảm ơn ạ","0","0.8"
"10239674864474861-top-0028","Ở Khánh Hoà bạn Nhân Hòa cần cứu trợ ạ","0","0.6"
"10239674864474861-top-0029","Luong Vu Trong Nghia em nhắn tin cầu cứu lên đây, càng chi tiết địa điểm và hiện trạng càng tốt","0","0.6"
